0;-50749.14578692;-50749.162144555885
1;-50749.153416547;-50749.16043101607
2;-50749.153416547;-50749.15874999455
3;-50749.153721732;-50749.15714505824
4;-50749.159520249;-50749.15565548703
5;-50749.153721732;-50749.154314765765
6;-50749.155247658;-50749.153149431804
7;-50749.150059511;-50749.15217831943
8;-50749.160435804;-50749.15141221823
9;-50749.150669881;-50749.15085393745
10;-50749.14578692;-50749.150498746494
11;-50749.160435804;-50749.15033514171
12;-50749.150669881;-50749.15034587584
13;-50749.154637288;-50749.15050917537
14;-50749.137241737;-50749.150800067684
15;-50749.149754326;-50749.15119173933
16;-50749.142124699;-50749.151656852635
17;-50749.160435804;-50749.15216875708
18;-50749.160740989;-50749.15270254365
19;-50749.148533586;-50749.15323590522
20;-50749.154942473;-50749.153749780555
21;-50749.14700766;-50749.15422877437
22;-50749.160435804;-50749.154661359586
23;-50749.155858028;-50749.15503987868
24;-50749.163487655;-50749.155360370976
25;-50749.149449141;-50749.155622257545
26;-50749.163487655;-50749.15582791894
27;-50749.150059511;-50749.15598220151
28;-50749.156773583;-50749.15609188544
29;-50749.148838771;-50749.15616514404
30;-50749.153111362;-50749.15621101886
31;-50749.153111362;-50749.156238929005
32;-50749.159215064;-50749.15625822806
33;-50749.149449141;-50749.15627781625
34;-50749.172643208;-50749.15630581161
35;-50749.156468398;-50749.156349280966
36;-50749.163487655;-50749.156414028985
37;-50749.148228401;-50749.15650444367
38;-50749.160435804;-50749.15662339593
39;-50749.152195807;-50749.15677219194
40;-50749.148838771;-50749.15695057775
41;-50749.173253578;-50749.15715679612
42;-50749.158299509;-50749.157387696
43;-50749.14700766;-50749.15763889423
44;-50749.156773583;-50749.15790498771
45;-50749.150364696;-50749.158179812235
46;-50749.163487655;-50749.15845674102
47;-50749.157994324;-50749.15872901249
48;-50749.157994324;-50749.15899007392
49;-50749.162877285;-50749.159233923594
50;-50749.160435804;-50749.15945543279
51;-50749.162877285;-50749.15965062671
52;-50749.16196173;-50749.15981690474
53;-50749.160435804;-50749.15995318162
