8.395641959999999848e-01;8.474176255333332186e-01;-7.853429533333233792e-03
8.493301189999999945e-01;8.481704153999999329e-01;1.159703600000061563e-03
8.542130799999999580e-01;8.477024649333332329e-01;6.510615066666725070e-03
8.395641959999999848e-01;8.472345144666665329e-01;-7.670318466666548041e-03
8.493301189999999945e-01;8.479669586666667147e-01;1.363160333333279794e-03
8.453627120000000161e-01;8.478855759333332465e-01;-2.522863933333230335e-03
8.627582630000000252e-01;8.484349091333333037e-01;1.432335386666672150e-02
8.502456739999999513e-01;8.477431562666666309e-01;2.502517733333320393e-03
8.578753009999999790e-01;8.480483413333332887e-01;9.826959666666690296e-03
8.395641959999999848e-01;8.471938230666665737e-01;-7.629627066666588853e-03
8.392590109999999992e-01;8.469496749999998464e-01;-7.690663999999847178e-03
8.514664140000000048e-01;8.467462182666667392e-01;4.720195733333265586e-03
8.450575270000000305e-01;8.467869096000000262e-01;-1.729382599999995662e-03
8.529923400000000155e-01;8.466444899333332996e-01;6.347850066666715918e-03
8.395641959999999848e-01;8.458713543333333806e-01;-6.307158333333395817e-03
8.441419719999999627e-01;8.456475519333334079e-01;-1.505579933333445197e-03
8.365123450000000460e-01;8.449151077333333371e-01;-8.402762733333291045e-03
8.505508590000000479e-01;8.449964904000000221e-01;5.554368600000025857e-03
8.365123450000000460e-01;8.457492802666666254e-01;-9.236935266666579381e-03
8.499404889999999657e-01;8.441419721333331960e-01;5.798516866666769687e-03
8.432264170000000059e-01;8.440402437999999785e-01;-8.138267999999726499e-04
8.511612290000000192e-01;8.429415774666667582e-01;8.219651533333260929e-03
8.468886380000000269e-01;8.437554043333332920e-01;3.133233666666734862e-03
8.468886380000000269e-01;8.434502192666666343e-01;3.438418733333392652e-03
8.407849360000000383e-01;8.442030091333333486e-01;-3.418073133333310309e-03
8.505508590000000479e-01;8.442437004666666356e-01;6.307158533333412365e-03
8.273567920000000075e-01;8.435926389333333608e-01;-1.623584693333335327e-02
8.435316019999999915e-01;8.430433057333333036e-01;4.882962666666879059e-04
8.365123450000000460e-01;8.436943672666665783e-01;-7.182022266666532317e-03
8.517715989999999904e-01;8.431653797999999478e-01;8.606219200000042591e-03
8.395641959999999848e-01;8.433484908666666335e-01;-3.784294866666648716e-03
8.478041929999999837e-01;8.426567379999999607e-01;5.147455000000022984e-03
8.511612290000000192e-01;8.427381206666666458e-01;8.423108333333373388e-03
8.267464220000000363e-01;8.421684417999998340e-01;-1.542201979999979766e-02
8.417004909999999951e-01;8.428195033333331088e-01;-1.119012333333113673e-03
8.529923400000000155e-01;8.425550095999998490e-01;1.043733040000016654e-02
8.432264170000000059e-01;8.425957009333332470e-01;6.307160666667588345e-04
8.496353039999999801e-01;8.416801456666666015e-01;7.955158333333378629e-03
8.365123450000000460e-01;8.416801456666666015e-01;-5.167800666666555465e-03
8.420056759999999807e-01;8.410494298000000812e-01;9.562461999998994600e-04
8.420056759999999807e-01;8.405204423333334507e-01;1.485233666666530006e-03
8.371227150000000172e-01;8.413749605999999437e-01;-4.252245599999926462e-03
8.395641959999999848e-01;8.412325409333333281e-01;-1.668344933333343327e-03
8.371227150000000172e-01;8.407238990666665579e-01;-3.601184066666540673e-03
8.380382699999999740e-01;8.404797509999999416e-01;-2.441480999999967594e-03
8.395641959999999848e-01;8.398083437999999123e-01;-2.441477999999275283e-04
8.383434549999999597e-01;8.399304177999999954e-01;-1.586962800000035756e-03
8.432264170000000059e-01;8.397676524666665143e-01;3.458764533333491542e-03
8.395641959999999848e-01;8.396048871333332553e-01;-4.069113333327045723e-05
8.395641959999999848e-01;8.396862697999999403e-01;-1.220737999999554901e-04
8.453627120000000161e-01;8.396862697999998293e-01;5.676442200000186844e-03
8.395641959999999848e-01;8.398490351999998715e-01;-2.848391999998867163e-04
8.395641959999999848e-01;8.403373313333332151e-01;-7.731353333332302569e-04
8.383434549999999597e-01;8.403373313333332151e-01;-1.993876333333255424e-03
8.395641959999999848e-01;8.403373313333333261e-01;-7.731353333333412792e-04
8.395641959999999848e-01;8.399914548666665981e-01;-4.272588666666132795e-04
8.383434549999999597e-01;8.399914548666665981e-01;-1.647999866666638447e-03
8.395641959999999848e-01;8.393403933333333233e-01;2.238026666666614872e-04
8.395641959999999848e-01;8.387910601999999383e-01;7.731358000000465580e-04
8.453627120000000161e-01;8.387910601999998272e-01;6.571651800000188892e-03
8.395641959999999848e-01;8.392793563333331708e-01;2.848396666668140398e-04
8.383434549999999597e-01;8.394828130666666111e-01;-1.139358066666651403e-03
8.380382699999999740e-01;8.396048870666666941e-01;-1.566617066666720071e-03
8.395641959999999848e-01;8.397676523999998421e-01;-2.034563999998573181e-04
8.297982729999999751e-01;8.407035533999999144e-01;-1.090528039999993926e-02
8.371227150000000172e-01;8.406221706666665572e-01;-3.499455666666539955e-03
8.395641959999999848e-01;8.406832076666665987e-01;-1.119011666666613891e-03
